,MSSubClass,LotArea,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageQual,GarageCond,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,bc_GrLivArea,has_pool,has_miscfeature,alley_access,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_SawyerW,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,bc_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,yeo_LotFrontage,log_EnclosedPorch,Neighborhood_NoRidge_NridgHt_Veenker_StoneBr,Neighborhood_Somerst_Timber,Neighborhood_ClearCr_CollgCr_Crawfor,Neighborhood_Greens_SawyerW_Blmngtn,Neighborhood_Gilbert_NWAmes,Neighborhood_Mitchel_NPkVill,Neighborhood_NAmes_SWISU_Sawyer,Neighborhood_BrkSide_Edwards_Blueste_OldTown_IDOTRR,has_wood_deck ,has_openporch,has_EnclosedPorch,house_age_,years_since_remodeled_,has_basement,has_finsished_basement
291,20,13377,4,3,6,5,4,3,4,3,0,6,1576.0,1,0.0,260.0,4,0,0,1.0,0.0,2,0,3,1,4,7,8,1,4,2006.0,2.0,3,3,0,0,0,0,7,9.056365401150355,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,61.54017480171157,0.0,461.17427298665524,7.520776415062797,191.44621785606765,0.0,3.4965075614664802,38.71977333037905,0.0,False,False,True,False,False,False,False,False,False,True,False,0,0,True,False
480,85,7838,4,3,5,5,3,3,3,3,2,5,769.0,1,0.0,95.0,3,0,0,1.0,0.0,1,0,3,1,3,6,8,1,1,1967.0,1.0,3,3,0,0,0,0,12,8.043454661423285,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51.41808858440378,0.0,254.92812560621095,6.802394763324311,122.85981500399508,5.170483995038151,4.976733742420574,31.160195076430394,0.0,False,False,False,False,False,False,True,False,True,True,False,39,39,True,False
1829,20,7500,4,3,7,5,4,3,4,4,0,1,0.0,1,0.0,1143.0,5,0,0,0.0,0.0,1,1,3,1,4,5,8,0,0,2006.0,0.0,0,0,0,0,0,0,10,8.376598847143358,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.6577549743742,0.0,317.72023086581567,7.04141166379481,0.0,0.0,4.02535169073515,29.36445729991204,0.0,False,False,False,True,False,False,False,False,False,True,False,1,1,True,False
2346,80,9967,3,3,7,5,3,3,4,3,0,1,0.0,1,0.0,384.0,5,656,0,0.0,0.0,2,1,3,1,3,8,8,1,3,2000.0,2.0,3,3,0,0,0,0,12,8.69232421710014,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,55.75583898765107,0.0,134.532315321316,6.651571873589727,160.8054335895988,4.61512051684126,0.0,33.96896263462039,0.0,False,False,False,False,True,False,False,False,True,False,False,7,7,True,False
2227,20,12464,2,2,5,5,3,4,4,3,0,6,732.0,1,0.0,308.0,4,0,0,1.0,0.0,1,0,3,1,4,6,8,0,0,2000.0,2.0,3,3,0,0,0,0,11,8.24451682919877,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.100697477269605,0.0,294.97250707473404,6.946975992135418,216.71291953629375,5.1298987149230735,0.0,36.02882872974127,0.0,False,False,True,False,False,False,False,False,True,False,False,13,13,True,False
2503,20,16669,3,3,8,6,4,3,4,3,0,1,0.0,1,0.0,1686.0,3,0,0,0.0,0.0,2,1,2,1,3,6,8,1,3,1981.0,2.0,3,3,0,0,0,0,1,8.944284022226242,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.23327417267289,6.483107351457199,431.2949773475356,7.442492722794441,196.49431806110258,6.354370040797351,4.174387269895637,36.02882872974127,0.0,False,True,False,False,False,False,False,False,True,True,False,25,25,True,False
1991,120,5118,3,3,8,5,4,3,4,3,3,6,926.0,1,0.0,386.0,4,0,0,1.0,0.0,1,0,1,1,4,4,8,1,3,1990.0,2.0,3,3,0,0,0,0,8,8.580193261063632,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44.494986297123404,0.0,354.11468410333845,7.186144304522325,187.95815213364466,0.0,4.174387269895637,18.540424021104506,4.948759890378168,True,False,False,False,False,False,False,False,False,True,True,17,17,True,False
887,60,9120,4,3,6,6,4,3,3,3,0,5,442.0,1,0.0,459.0,3,933,0,0.0,0.0,2,1,4,1,4,8,8,1,3,1974.0,2.0,4,3,0,0,0,0,7,9.079498272968008,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,54.113886932424414,5.602118820879701,263.4822604699024,6.849066282633458,205.57038410377143,0.0,4.248495242049359,33.96896263462039,0.0,False,False,False,False,True,False,False,False,False,True,False,34,34,True,False
1631,20,9600,4,3,5,6,3,3,3,3,1,4,915.0,1,0.0,336.0,3,0,0,1.0,0.0,1,0,3,1,3,7,7,1,4,1961.0,2.0,3,3,0,0,0,0,6,8.695293897350965,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,55.05655052820541,0.0,341.10202998732217,7.267525427828172,174.17808872253923,4.976733742420574,0.0,35.34637450025126,5.327876168789581,False,False,False,False,False,False,True,False,True,False,True,45,16,True,False
622,50,8248,4,3,5,7,3,3,3,3,0,1,0.0,1,0.0,686.0,4,564,0,0.0,1.0,1,1,3,1,2,7,8,0,0,1955.0,1.0,3,3,0,0,0,0,7,8.502312989388331,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52.310960814869496,0.0,212.58324437417636,6.530877627725885,120.05440519189877,5.337538079701318,0.0,22.584490430565133,4.574710978503383,False,False,False,False,False,False,False,True,True,False,True,88,56,True,False
1523,180,1936,4,3,4,6,3,3,4,3,2,4,131.0,6,499.0,0.0,4,0,0,1.0,0.0,1,0,1,1,3,3,8,0,0,1970.0,0.0,0,0,0,0,0,0,12,7.553366465416997,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31.81492493056362,0.0,198.78973514632168,6.4457198193855785,0.0,0.0,0.0,12.365703222657439,0.0,False,False,False,False,False,False,False,False,False,False,False,37,37,True,True
1429,60,9247,3,3,6,6,3,3,3,3,0,3,319.0,1,0.0,539.0,5,858,0,0.0,0.0,1,1,4,1,3,8,8,1,4,1962.0,2.0,3,3,0,120,0,0,3,8.951799695039169,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,54.36652807487102,5.765191102784844,253.53359739303303,6.754604099487962,189.86253048149499,0.0,4.442651256490317,31.869513131926702,0.0,False,False,False,False,False,False,True,False,False,True,False,46,46,True,False
435,60,14277,4,3,8,5,4,3,5,3,1,6,938.0,1,0.0,379.0,5,1168,0,1.0,0.0,2,1,3,1,4,7,8,1,4,2003.0,3.0,3,3,0,0,0,0,1,9.42610018160323,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.89501410806512,5.638354669333745,355.1754350874824,7.104144092987527,288.67170010659447,5.262690188904886,5.43372200355424,45.20915070231909,0.0,True,False,False,False,False,False,False,False,True,True,False,4,4,True,False
1202,70,15576,4,3,6,7,3,3,4,3,0,1,0.0,1,0.0,840.0,5,840,0,0.0,0.0,2,0,4,1,3,8,8,0,0,1960.0,1.0,3,3,0,0,0,0,3,8.92150850847302,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,64.7514209431138,0.0,249.33731385902874,6.733401891837359,129.81149946212278,0.0,0.0,29.36445729991204,5.081404364984463,False,False,True,False,False,False,False,False,False,False,True,93,32,True,False
1595,20,10768,3,3,5,8,4,4,4,3,3,5,1157.0,1,0.0,280.0,3,0,0,1.0,0.0,2,0,3,1,4,6,8,1,2,1976.0,2.0,3,3,0,180,0,0,7,8.699244277275834,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,57.223258251183516,0.0,380.38171904752556,7.270312886079025,201.8259914428329,0.0,3.091042453358316,38.71977333037905,0.0,True,False,False,False,False,False,False,False,False,True,False,31,3,True,False
1032,20,14175,4,2,5,6,3,3,3,3,0,3,988.0,1,0.0,200.0,4,0,0,1.0,0.0,1,1,3,1,3,6,6,1,3,1999.0,2.0,3,3,0,0,0,0,11,8.699244277275834,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.74444454994059,0.0,327.51813826821564,7.270312886079025,216.71291953629375,5.720311776607412,0.0,32.57397198464001,0.0,False,False,False,False,False,False,True,False,True,False,False,50,19,True,False
1506,160,2522,4,3,7,5,4,3,4,3,0,1,0.0,1,0.0,970.0,5,739,0,0.0,0.0,2,0,3,1,4,7,4,0,0,2004.0,2.0,3,3,0,0,0,0,5,8.94595742644194,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,34.88515085725653,3.9318256327243257,279.2358249992189,6.877296071497429,154.19113162637652,0.0,3.713572066704308,13.75462600560351,0.0,False,False,False,False,False,False,False,True,False,True,False,2,2,True,False
2025,20,6860,3,3,5,6,3,3,3,3,0,6,908.0,1,0.0,100.0,5,0,0,1.0,0.0,1,0,3,1,2,6,8,0,0,1964.0,1.0,3,3,0,0,0,0,12,8.20093720775358,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49.15150710749641,4.007333185232471,287.8078980253644,6.915723448631314,129.81149946212278,0.0,0.0,30.086719042903532,0.0,False,False,False,False,False,False,True,False,False,False,False,51,51,True,False
2004,75,22950,2,3,10,9,4,4,3,3,1,1,0.0,1,0.0,1107.0,5,1518,572,0.0,0.0,2,1,4,1,5,12,8,2,3,1993.0,3.0,5,3,0,410,0,0,6,10.033235900005728,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,73.66790102160117,0.0,309.8219220477486,7.325148957955575,294.9996898710926,0.0,5.564520407322694,38.71977333037905,0.0,False,False,False,False,False,False,False,True,False,True,False,114,13,True,False
2101,20,8197,4,3,7,5,4,3,4,3,0,6,1188.0,1,0.0,292.0,5,0,0,1.0,0.0,2,0,3,1,4,7,8,0,0,2003.0,2.0,3,3,0,0,0,300,2,8.741061979619857,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,52.20156806334439,6.2285110035911835,389.30196432046887,7.299797366758161,230.15835176457756,5.53338948872752,4.30406509320417,31.869513131926702,0.0,False,False,False,False,False,False,True,False,True,True,False,7,1,True,False
1703,50,12134,3,2,8,7,4,3,4,3,2,6,427.0,1,0.0,132.0,4,672,0,0.0,0.0,2,0,4,1,3,8,8,0,0,1988.0,2.0,3,3,0,0,0,0,6,8.981491822829389,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,59.56273415904528,0.0,180.91342080791117,6.984716320118266,190.49636253079728,5.786897381366708,2.5649493574615367,57.9853641767009,0.0,False,False,False,False,True,False,False,False,True,True,False,22,5,True,False
1882,80,9200,4,3,6,5,3,3,3,3,3,6,494.0,1,0.0,548.0,3,0,0,0.0,0.0,2,0,3,1,3,5,8,0,0,1965.0,2.0,3,3,0,0,0,0,5,8.247197990808127,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54.27330826891883,4.59511985013459,295.41870307242937,6.948897222313312,173.8547455248797,5.262690188904886,0.0,35.34637450025126,0.0,False,False,False,False,False,False,True,False,True,False,False,42,42,True,False
1541,20,10800,4,3,6,5,3,3,3,3,0,4,617.0,3,264.0,171.0,3,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,1963.0,1.0,3,3,0,0,0,0,2,8.260530740199279,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,57.28031251820945,5.318119993844216,297.6469215605609,6.9584483932976555,130.84694034650954,0.0,4.897839799950911,35.34637450025126,0.0,False,False,False,False,True,False,False,False,False,True,False,44,44,True,True
692,50,6000,4,3,6,7,3,3,3,3,0,1,0.0,1,0.0,862.0,3,208,0,0.0,0.0,1,0,3,1,3,5,8,1,4,1929.0,1.0,3,3,0,0,0,0,7,8.394881428882849,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,46.96837037948819,0.0,254.46351559332115,6.856461984594587,94.06731820865384,0.0,0.0,24.524111984914725,4.727387818712341,False,False,False,False,False,False,False,True,False,False,True,79,58,True,False
