,Unnamed: 0.1,PID,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass.1,MoSold.1,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,log_2ndFlrSF,yeo_LotFrontage,log_LotFrontage,log_BsmtUnfSF,log_EnclosedPorch,bc_GrLivArea,log_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,has_pool,log_BsmtFinSF1
771,772,907130060,1200,20,RL,105.0,11249,Pave,None,2,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,0,5,334.0,4,544.0,322.0,1200.0,GasA,5,Y,SBrkr,1200,0,0,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,1995.0,RFn,2.0,521.0,3,3,Y,0,26,0,0,0,0,,No,No,0,8,2007,WD ,Normal,20,8,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,41.356800840842894,4.663439094112067,5.777652323222656,0.0,8.181433055717724,9.328034514792826,0.0,338.8091243761027,7.090076835776092,197.2302616819264,0.0,3.295836866004329,False,5.814130531825066
2318,502,535151020,936,20,RL,73.0,8760,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,873.0,1,0.0,63.0,936.0,GasA,3,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,1,4,4,8,0,0,Attchd,1957.0,RFn,1.0,315.0,3,3,Y,0,0,0,219,0,0,,No,No,0,9,2007,WD ,Normal,20,9,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,31.37601264575836,4.30406509320417,4.1588830833596715,0.0,7.854351378833321,9.077951183930438,0.0,278.3515840233212,6.841615476477592,130.78442961636824,0.0,0.0,False,6.773080375655535
51,52,533206070,1565,120,FV,32.0,3784,Pave,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,0,6,60.0,1,0.0,1451.0,1511.0,GasA,5,Y,SBrkr,1565,0,0,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2006.0,Fin,2.0,476.0,3,3,Y,0,120,0,0,0,0,,No,No,0,2,2007,New,Partial,120,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,16.64353596891967,3.4965075614664802,7.280697195384741,0.0,8.534593847728434,8.238536930171769,3.6109179126442243,406.5258631336845,7.355641102974253,183.2176645326464,0.0,4.795790545596741,False,4.110873864173311
2258,442,902406070,1521,70,RM,60.0,9720,Pave,Grvl,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,741.0,741.0,GasA,5,Y,SBrkr,780,741,0,0.0,0.0,1,0,4,1,4,8,8,0,0,Detchd,1950.0,Unf,3.0,640.0,3,3,Y,0,0,238,0,0,0,,MnPrv,No,0,9,2009,WD ,Normal,70,9,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,6.60934924316738,27.012664753005513,4.110873864173311,6.60934924316738,5.476463551931511,8.496491778104039,9.181940897454485,0.0,231.35784309471308,6.659293919683638,233.25442235753343,0.0,0.0,False,0.0
493,494,535104120,1453,20,RL,92.0,10573,Pave,None,3,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,0,3,1312.0,1,0.0,141.0,1453.0,GasA,5,Y,SBrkr,1453,0,0,1.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1961.0,RFn,2.0,530.0,3,3,Y,0,49,0,0,288,0,,GdPrv,No,0,4,2009,WD ,Normal,20,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,37.41219625088345,4.532599493153256,4.955827057601261,0.0,8.435472131211348,9.266058860732526,1.3862943611198906,394.1396400151696,7.2813856635702825,200.0050117897413,0.0,3.912023005428146,False,7.180069874302796
601,602,535355100,1310,50,RL,50.0,7000,Pave,None,4,Lvl,AllPub,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,3,0,2,617.0,1,0.0,0.0,617.0,GasA,4,Y,SBrkr,865,445,0,0.0,0.0,2,0,2,1,3,6,7,0,0,Attchd,1924.0,Unf,1.0,398.0,3,3,Y,0,0,126,0,0,0,,No,No,0,5,2006,COD,Normal,50,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6.100318952020064,23.48993695597975,3.9318256327243257,0.0,4.844187086458591,8.297659255424685,8.85366542803745,0.0,200.1201178886858,6.762729506931879,158.3169865049741,0.0,0.0,False,6.42648845745769
2520,704,527182040,1088,120,RL,67.0,3696,Pave,None,4,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,0,1,0.0,1,0.0,1074.0,1074.0,GasA,5,Y,SBrkr,1088,0,0,0.0,0.0,1,1,2,1,4,5,8,0,0,Attchd,1987.0,RFn,2.0,461.0,3,3,Y,0,74,137,0,0,0,,No,No,0,10,2007,WD ,Normal,120,10,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,6.980075940561763,4.927253685157205,8.052065680332634,8.215006432761575,0.0,310.3483806047852,6.992096427415888,178.4924672901297,0.0,4.31748811353631,False,0.0
1969,153,923277080,845,20,RL,60.0,6600,Pave,None,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0,6,638.0,1,0.0,207.0,845.0,GasA,4,Y,SBrkr,845,0,0,0.0,0.0,1,0,3,1,4,6,8,0,0,Attchd,1982.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,,No,No,0,7,2008,WD ,Normal,20,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,27.012664753005513,4.110873864173311,5.337538079701318,0.0,7.72063768787328,8.794824928014517,0.0,256.70819425805854,6.739336627357174,113.19834060895333,0.0,0.0,False,6.459904454377535
1375,376,907252190,1673,20,RL,67.0,11354,Pave,None,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,3,6,1412.0,1,0.0,261.0,1673.0,GasA,5,Y,SBrkr,1673,0,0,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,2000.0,RFn,2.0,583.0,3,3,Y,306,113,0,0,116,0,,No,No,0,1,2007,WD ,Normal,20,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,5.568344503761097,0.0,8.623921685694993,9.337325383730672,0.0,440.6056197108364,7.422373700986824,216.17191828917132,5.726847747587197,4.736198448394496,False,7.253470382684528
1121,122,528275080,1889,60,RL,67.0,8658,Pave,None,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,5,732.0,1,0.0,250.0,982.0,GasA,5,Y,SBrkr,1008,881,0,0.0,0.0,2,1,3,1,3,9,8,1,3,Attchd,2000.0,Fin,2.0,431.0,3,3,Y,0,0,0,0,0,0,,No,No,0,4,2006,WD ,Normal,60,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6.782192056006791,29.38919864320102,4.219507705176107,5.5254529391317835,0.0,8.787070774999298,9.066239028001926,0.0,289.12135223319206,6.915723448631314,168.9542117150106,0.0,0.0,False,6.597145701886651
2351,535,534477030,2136,20,RL,89.0,10680,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3,2,0,2,756.0,1,0.0,1380.0,2136.0,GasA,3,N,FuseA,2136,0,0,0.0,0.0,2,0,4,1,3,7,5,0,0,Detchd,1951.0,Unf,2.0,528.0,3,3,Y,0,30,0,0,0,0,,MnPrv,No,0,10,2006,WD ,Normal,20,10,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.0,36.48210437880277,4.499809670330265,7.2305631534092925,0.0,8.952976960254556,9.276128112514186,3.8066624897703196,534.4354968967066,7.666690200080086,199.38916893057385,0.0,3.4339872044851463,False,6.6293632534374485
993,994,534425080,1429,20,RL,67.0,14585,Pave,None,3,Lvl,AllPub,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,0,4,594.0,3,219.0,331.0,1144.0,GasA,5,Y,SBrkr,1429,0,0,0.0,1.0,1,0,3,1,4,7,8,2,4,Attchd,1960.0,Unf,2.0,572.0,3,3,Y,216,110,0,0,0,0,,No,No,0,6,2007,WD ,Normal,20,6,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,5.805134968916488,0.0,8.41327899997111,9.587748882301822,4.454347296253507,326.2420031847034,7.264730177929867,212.84000830595284,5.37989735354046,4.709530201312334,False,6.38856140554563
1035,36,527368010,1811,60,FV,67.0,8470,Pave,None,4,Lvl,AllPub,Corner,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,225.0,5,276.0,471.0,972.0,GasA,5,Y,SBrkr,972,839,0,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2002.0,RFn,2.0,565.0,3,3,Y,225,48,0,0,0,0,,No,No,0,10,2009,WD ,Normal,60,10,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.733401891837359,29.38919864320102,4.219507705176107,6.156978985585555,0.0,8.730325753257953,9.0442857876461,0.0,286.78933061332725,6.879355804460439,210.71345405110966,5.420534999272286,3.8918202981106265,False,5.420534999272286
1872,56,527453150,836,120,RL,24.0,2280,Pave,None,4,Lvl,AllPub,FR2,3,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,836.0,836.0,GasA,5,Y,SBrkr,836,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1975.0,Unf,1.0,308.0,3,3,Y,0,30,0,0,0,0,,No,No,0,6,2010,WD ,Normal,120,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,13.298976868435444,3.2188758248682006,6.729824070489475,0.0,7.7066698113060355,7.731930721948486,0.0,254.5415943125826,6.728628613084702,128.4041874801959,0.0,3.4339872044851463,False,0.0
238,239,909253190,790,30,RL,52.0,6292,Pave,None,4,Bnk,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,384.0,1,0.0,384.0,768.0,GasA,3,N,SBrkr,790,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1925.0,Unf,1.0,160.0,2,3,Y,0,141,0,0,0,0,,No,No,0,4,2008,WD ,Normal,30,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,24.207854326566558,3.970291913552122,5.953243334287785,0.0,7.632942580152546,8.747034264178168,0.0,238.00758476160317,6.672032945461067,75.10968190099605,0.0,4.955827057601261,False,5.953243334287785
97,98,923226270,630,180,RM,21.0,1526,Pave,None,4,Lvl,AllPub,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,2,6,515.0,1,0.0,115.0,630.0,GasA,3,Y,SBrkr,630,0,0,1.0,0.0,1,0,1,1,4,3,8,0,0,Attchd,1970.0,Unf,1.0,286.0,3,3,Y,0,0,0,0,0,0,,No,No,0,5,2009,WD ,Normal,180,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,11.975561702256318,3.091042453358316,4.7535901911063645,0.0,7.339764643016994,7.330405211844402,0.0,203.45335883620237,6.4457198193855785,120.85604072218204,0.0,0.0,False,6.246106765481563
779,780,923203010,936,120,RM,62.0,6710,Pave,None,3,Lvl,AllPub,FR3,3,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,3,3,PConc,5,3,2,3,16.0,6,904.0,0.0,920.0,GasA,5,Y,SBrkr,936,0,0,2.0,0.0,0,1,0,1,3,3,8,0,0,Attchd,1996.0,Fin,2.0,460.0,3,3,Y,0,40,0,0,0,0,,No,No,0,6,2007,WD ,Normal,120,6,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,27.698570063702473,4.143134726391533,0.0,0.0,7.854351378833321,8.811354229965728,4.90527477843843,274.57956928862967,6.841615476477592,178.1764388706257,0.0,3.713572066704308,False,2.833213344056216
