,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,bc_GrLivArea,has_pool,has_miscfeature,alley_access,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MSSubClass_60,MSSubClass_50,MSSubClass_30
2408,1470,185000,60,RL,,9765,Pave,2,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,0,5,310.0,1,0.0,370.0,680.0,GasA,4,Y,SBrkr,680,790,0,0.0,0.0,2,1,3,1,3,6,8,1,3,BuiltIn,1993.0,Fin,2.0,420.0,3,3,Y,232,63,0,0,0,0,No,480,4,2009,WD ,Normal,12.128111104060462,9.11251850061458,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2535,1336,163000,20,RL,80.0,9600,Pave,4,Lvl,AllPub,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,3,CBlock,4,3,1,5,553.0,3,147.0,588.0,1288.0,GasA,3,Y,SBrkr,1336,0,0,0.0,1.0,2,0,3,1,3,6,8,1,2,Attchd,1969.0,RFn,2.0,502.0,3,3,Y,312,11,0,0,0,0,No,650,8,2009,WD ,Normal,12.0015054797889,8.965986403097007,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2131,1812,169500,60,RL,69.0,7590,Pave,4,Lvl,AllPub,Inside,3,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,CBlock,3,3,0,5,540.0,1,0.0,324.0,864.0,GasA,3,Y,SBrkr,876,936,0,0.0,0.0,2,0,4,1,3,8,8,1,3,Attchd,1962.0,RFn,1.0,264.0,3,3,Y,0,168,0,0,0,0,No,0,7,2007,WD ,Normal,12.040608205802641,9.436079896169408,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
495,612,45000,30,RM,50.0,5925,Pave,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,FuseA,612,0,0,0.0,0.0,1,0,1,1,3,4,8,0,0,Detchd,1965.0,Unf,1.0,308.0,3,2,N,0,0,25,0,0,0,No,0,10,2009,WD ,Normal,10.714417768752456,7.799558923807063,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1847,874,130000,20,RL,62.0,9858,Pave,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,510.0,1,0.0,354.0,864.0,GasA,3,Y,SBrkr,874,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1968.0,RFn,1.0,288.0,3,3,Y,33,0,0,0,0,0,GdWo,600,11,2009,WD ,Normal,11.77528972943772,8.325312139672931,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2495,1176,114500,50,RM,52.0,6240,Pave,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,816.0,816.0,GasA,3,Y,SBrkr,816,0,360,0.0,0.0,1,0,3,1,3,6,8,1,4,Detchd,1985.0,Unf,2.0,528.0,3,3,Y,112,0,0,0,0,0,MnPrv,400,9,2006,WD ,Normal,11.648330101976432,8.771711417594453,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1254,1145,160200,120,RL,43.0,3182,Pave,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,4,3,PConc,4,3,0,6,16.0,1,0.0,1129.0,1145.0,GasA,5,Y,SBrkr,1145,0,0,0.0,0.0,2,0,2,1,4,5,8,1,4,Attchd,2005.0,Fin,2.0,397.0,3,3,Y,100,16,0,0,0,0,No,0,9,2009,WD ,Normal,11.984178313616395,8.731210575300473,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,1522,102000,50,RL,60.0,6000,Pave,4,Lvl,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,0,1,0.0,1,0.0,1008.0,1008.0,GasA,5,Y,SBrkr,1008,0,514,0.0,0.0,2,0,4,1,3,7,8,0,0,No,,No,0.0,0.0,0,0,P,0,0,138,0,0,0,No,0,6,2006,WD ,Normal,11.532728092266408,9.16601671240813,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1487,1308,146900,60,RL,75.0,9743,Pave,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,0,4,280.0,1,0.0,440.0,720.0,GasA,4,Y,SBrkr,720,588,0,0.0,0.0,1,1,3,1,3,7,8,0,0,Detchd,1969.0,Unf,2.0,484.0,3,3,Y,0,0,0,0,0,0,No,0,6,2008,WD ,Normal,11.897507362161969,8.933626869665229,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1041,1200,184900,20,RL,67.0,10083,Pave,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,,4,3,PConc,4,3,0,6,833.0,1,0.0,343.0,1176.0,GasA,5,Y,SBrkr,1200,0,0,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,2003.0,RFn,2.0,555.0,3,3,Y,0,41,0,0,0,0,No,0,8,2009,WD ,Normal,12.127570417375216,8.802382705853908,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2470,1690,190550,60,RL,68.0,9543,Pave,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,845.0,845.0,GasA,5,Y,SBrkr,845,845,0,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2001.0,RFn,2.0,517.0,3,3,Y,0,103,0,0,0,0,No,0,2,2007,WD ,Normal,12.157669906302006,9.327813742651156,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23,2640,265979,70,RM,65.0,11700,Pave,3,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,0,1,0.0,1,0.0,1240.0,1240.0,GasW,3,N,SBrkr,1320,1320,0,0.0,0.0,1,1,4,1,4,8,8,1,4,Detchd,1950.0,Unf,4.0,864.0,3,3,N,181,0,386,0,0,0,No,0,5,2009,WD ,Normal,12.491172637278908,10.028395170946624,False,False,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,2501,290000,60,RL,,11929,Pave,3,Lvl,AllPub,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1242.0,1242.0,GasA,5,Y,SBrkr,1251,1250,0,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1995.0,RFn,3.0,751.0,3,3,Y,192,87,0,0,0,0,No,0,6,2008,WD ,Normal,12.577636201962656,9.942457296447744,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1574,1466,149900,20,RL,134.0,17755,Pave,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,3,3,0,4,176.0,1,0.0,1290.0,1466.0,GasA,3,Y,SBrkr,1466,0,0,0.0,0.0,1,1,3,1,2,6,8,2,4,Attchd,1959.0,Fin,2.0,528.0,3,3,Y,0,140,0,0,100,0,No,0,11,2006,WD ,Normal,11.917723684090689,9.10832981397596,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1535,1159,158000,20,RL,,11553,Pave,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,0,4,673.0,1,0.0,378.0,1051.0,GasA,3,Y,SBrkr,1159,0,0,0.0,0.0,1,1,3,1,3,7,8,1,2,Attchd,1968.0,Unf,1.0,336.0,3,3,Y,466,0,0,0,0,0,No,0,7,2006,WD ,Normal,11.970350312009105,8.749627456389712,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1877,900,134800,20,RL,60.0,7200,Pave,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,234.0,3,486.0,180.0,900.0,GasA,3,Y,SBrkr,900,0,0,0.0,1.0,1,0,3,1,4,5,8,0,0,Detchd,2005.0,Unf,2.0,576.0,3,3,Y,222,32,0,0,0,0,No,0,5,2010,WD ,Normal,11.811547477460344,8.369056181941405,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,2000,305900,20,RL,80.0,10386,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,0,6,1464.0,1,0.0,536.0,2000.0,GasA,5,Y,SBrkr,2000,0,0,1.0,0.0,2,0,3,1,4,8,8,0,0,Attchd,2004.0,Fin,3.0,888.0,3,3,Y,168,0,0,0,0,0,No,0,7,2007,WD ,Normal,12.631013530138995,9.590174570071072,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1577,1986,213000,60,RL,,8396,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,0,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,1139,0,0.0,0.0,2,1,4,1,4,9,8,1,4,BuiltIn,2003.0,Fin,2.0,434.0,3,3,Y,120,48,0,0,0,0,No,0,5,2008,WD ,Normal,12.269047444691562,9.57917954444489,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28,2090,200000,60,RL,,10382,Pave,3,Lvl,AllPub,Corner,3,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,3,3,CBlock,4,3,1,5,859.0,4,32.0,216.0,1107.0,GasA,5,Y,SBrkr,1107,983,0,1.0,0.0,2,1,3,1,3,7,8,2,3,Attchd,1973.0,RFn,2.0,484.0,3,3,Y,235,204,228,0,0,0,No,350,11,2009,WD ,Normal,12.206072645530174,9.659174198616801,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2431,909,116000,20,RL,65.0,8450,Pave,4,Lvl,AllPub,Inside,3,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,3,3,CBlock,3,3,0,4,162.0,3,270.0,450.0,882.0,GasA,3,Y,SBrkr,909,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1968.0,Unf,1.0,294.0,3,3,Y,0,155,0,0,0,0,MnPrv,0,11,2006,COD,Normal,11.661345470088502,8.383921642048417,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
573,1700,165500,20,RL,70.0,10552,Pave,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,3,1018.0,1,0.0,380.0,1398.0,GasA,4,Y,SBrkr,1700,0,0,0.0,1.0,1,1,4,1,4,6,8,1,4,Attchd,1959.0,RFn,2.0,447.0,3,3,Y,0,38,0,0,0,0,No,0,4,2010,WD ,Normal,12.016726473799254,9.336960296101038,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
856,1221,185000,20,FV,62.0,7500,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,410.0,1,0.0,811.0,1221.0,GasA,5,Y,SBrkr,1221,0,0,1.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2004.0,RFn,2.0,400.0,3,3,Y,0,113,0,0,0,0,No,0,10,2009,WD ,Normal,12.128111104060462,8.828750189690012,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1418,226001,20,RL,,8696,Pave,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,3,3,PConc,4,3,3,6,1308.0,1,0.0,110.0,1418.0,GasA,5,Y,SBrkr,1418,0,0,1.0,0.0,2,0,3,1,4,5,8,1,3,Attchd,1997.0,RFn,2.0,558.0,3,3,Y,208,110,0,0,0,0,No,0,5,2008,WD ,Normal,12.328294703023394,9.057208896863067,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1538,2294,202500,80,RM,120.0,13200,Pave,4,Lvl,AllPub,Corner,3,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,0,4,375.0,1,0.0,366.0,741.0,GasA,2,Y,SBrkr,1497,797,0,0.0,0.0,3,0,5,1,3,9,8,1,4,Attchd,1963.0,Unf,2.0,658.0,3,3,Y,0,110,0,0,0,0,No,0,4,2007,WD ,Normal,12.218495165528731,9.805758507783894,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1395,1398,172000,120,RL,50.0,7175,Pave,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,0,6,904.0,1,0.0,494.0,1398.0,GasA,4,Y,SBrkr,1398,0,0,1.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1990.0,RFn,2.0,542.0,3,3,Y,0,46,0,0,0,0,MnPrv,0,7,2006,WD ,Normal,12.05524975579559,9.03542633516923,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1241,1491,168675,60,RL,64.0,8333,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,738.0,738.0,GasA,4,Y,SBrkr,738,753,0,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2006.0,RFn,2.0,484.0,3,3,Y,100,30,0,0,0,0,No,0,5,2007,WD ,Normal,12.035729065495627,9.1343346638384,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1943,1320,172500,85,RL,,16500,Pave,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,3,3,CBlock,4,3,2,6,962.0,1,0.0,270.0,1232.0,GasA,2,Y,SBrkr,1320,0,0,0.0,1.0,2,0,3,1,3,5,8,1,4,Attchd,1971.0,RFn,2.0,495.0,3,3,Y,0,20,0,0,0,0,No,0,5,2009,WD ,Normal,12.058152515453552,8.94757429460132,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1759,968,100000,30,RM,60.0,8520,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,0,1,0.0,1,0.0,968.0,968.0,GasA,3,Y,SBrkr,968,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1935.0,Unf,2.0,480.0,2,3,N,0,0,184,0,0,0,No,0,7,2007,WD ,Normal,11.512925464970229,8.478074739155055,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1498,1759,233500,60,RL,,16698,Pave,3,HLS,AllPub,CulDSac,2,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,800.0,1,0.0,649.0,1449.0,GasA,4,Y,SBrkr,944,815,0,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1992.0,Unf,2.0,525.0,3,3,Y,150,193,0,0,0,0,No,0,6,2009,WD ,Normal,12.360937356091089,9.38991590765587,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2566,2519,335000,60,RL,42.0,26178,Pave,3,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,4,3,PConc,4,3,3,6,965.0,1,0.0,245.0,1210.0,GasA,5,Y,SBrkr,1238,1281,0,1.0,0.0,2,1,4,1,4,9,8,2,4,Attchd,1989.0,RFn,2.0,628.0,3,3,Y,320,27,0,0,0,0,No,0,4,2006,WD ,Normal,12.721885810807203,9.953835697416935,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
406,1142,93000,50,RM,60.0,6000,Pave,4,Lvl,AllPub,Corner,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444.0,3,3,BrkTil,3,3,0,3,220.0,1,0.0,248.0,468.0,GasA,4,Y,SBrkr,822,320,0,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1924.0,Fin,1.0,320.0,3,3,Y,0,0,98,0,0,0,No,0,6,2009,WD ,Normal,11.440354772135393,8.727236543926978,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
282,1242,152000,20,RL,70.0,7903,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,3,739.0,1,0.0,503.0,1242.0,GasA,4,Y,FuseA,1242,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1960.0,RFn,1.0,324.0,3,3,Y,0,0,0,0,0,0,No,0,5,2007,WD ,Family,11.931635799828413,8.854694326013508,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2464,1124,93000,20,RL,77.0,8335,Pave,4,Lvl,AllPub,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,SBrkr,1124,0,0,0.0,0.0,1,0,3,1,3,5,6,1,4,No,,No,0.0,0.0,0,0,N,0,36,190,0,0,0,No,0,4,2006,WD ,Normal,11.440354772135393,8.703184019489001,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
449,1099,144000,20,RL,75.0,9525,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,1099.0,1099.0,GasA,5,Y,SBrkr,1099,0,0,0.0,0.0,1,1,3,1,4,6,8,0,0,Attchd,1999.0,Unf,1.0,352.0,3,3,Y,278,0,0,0,0,0,No,0,6,2008,WD ,Normal,11.877568578558138,8.669169344228251,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
486,1077,118000,190,RL,50.0,7420,Pave,4,Lvl,AllPub,Corner,3,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,6,851.0,1,0.0,140.0,991.0,GasA,5,Y,SBrkr,1077,0,0,1.0,0.0,1,0,2,2,3,5,8,2,3,Attchd,1939.0,RFn,1.0,205.0,4,3,Y,0,4,0,0,0,0,No,0,1,2008,WD ,Normal,11.678439903447801,8.63862863733765,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,1034,185000,120,RM,35.0,3907,Pave,3,HLS,AllPub,Inside,2,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,3,6,747.0,1,0.0,235.0,982.0,GasA,4,Y,SBrkr,1034,0,0,1.0,0.0,1,0,1,1,4,4,8,1,3,Attchd,1989.0,Fin,2.0,598.0,3,3,Y,141,36,0,0,0,0,No,0,4,2010,WD ,Normal,12.128111104060462,8.577201512612346,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
580,784,91900,190,RL,56.0,6931,Pave,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,5,784.0,1,0.0,0.0,784.0,GasA,3,N,FuseP,784,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0,No,,No,0.0,0.0,0,0,Y,112,0,0,0,0,0,No,0,5,2008,WD ,Normal,11.428456308343778,8.163806791143601,False,False,False,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1406,1480,136500,50,RL,60.0,11100,Pave,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,1080.0,1,0.0,0.0,1080.0,GasA,3,N,SBrkr,1080,400,0,1.0,0.0,1,0,4,1,3,7,8,1,4,Attchd,1951.0,Unf,1.0,253.0,3,3,Y,0,0,68,0,0,0,No,0,7,2007,WD ,Normal,11.824079893607152,9.12294347557061,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2029,1290,200000,20,RL,64.0,6762,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,902.0,1,0.0,380.0,1282.0,GasA,5,Y,SBrkr,1290,0,0,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2007.0,RFn,2.0,662.0,3,3,Y,168,0,0,0,0,0,No,0,5,2009,WD ,Normal,12.206072645530174,8.912478297284315,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2392,1720,188000,60,RL,,8010,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,880,0,0.0,0.0,2,1,3,1,4,7,8,1,4,BuiltIn,2002.0,Fin,2.0,400.0,3,3,Y,138,48,0,0,0,0,No,0,7,2008,WD ,Normal,12.144197241812087,9.355102501559884,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
939,1218,208300,20,FV,75.0,7862,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,27.0,1,0.0,1191.0,1218.0,GasA,5,Y,SBrkr,1218,0,0,0.0,0.0,2,0,2,1,4,4,8,0,0,Attchd,2009.0,Fin,2.0,676.0,3,3,Y,0,102,0,0,0,0,No,0,9,2009,New,Partial,12.246734627249063,8.82500965575856,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
