,ExterCond,Fireplaces,BsmtQual,GarageCars,BsmtFinType1,BsmtUnfSF,MSSubClass_50,years_since_remodeled_,BsmtFullBath,MSSubClass_60,HouseStyle_SFoyer,LotArea,TotRmsAbvGrd,log_OpenPorchSF,BsmtFinType2,BldgType_TwnhsE,MSSubClass,yeo_GarageArea,MiscVal,FullBath,BedroomAbvGr,BsmtCond,MSSubClass_30,HouseStyle_2Story,house_age_,KitchenQual,HeatingQC,2ndFlrSF,log_MasVnrArea,FireplaceQu,log_WoodDeckSF,BsmtFinSF2,PavedDrive_Y,GarageYrBlt,OverallQual,bc_LotArea,BsmtFinSF1,HalfBath,yeo_TotalBsmtSF,GrLivArea,LotShape,LandSlope,yeo_LotFrontage,ExterQual,log_first_FlrSF,GarageQual,bc_GrLivArea
1098,3,1,4,1.0,4,916.0,0,55,1.0,0,0,7440,5,0.0,1,0,20,110.11506211688551,0,1,3,3,0,0,55,3,3,0,0.0,4,5.796057750765372,0.0,0,1954.0,5,50.52035624475715,173.0,0,305.85205388976055,1089,4,3,29.00126654054168,3,6.9930151229329605,3,8.308834504908466
643,3,1,4,1.0,1,918.0,0,31,0.0,0,0,7892,5,0.0,1,1,120,114.39852397412274,0,2,2,3,0,0,31,3,3,0,0.0,3,3.367295829986474,0.0,1,1979.0,6,51.53747949770174,0.0,0,267.3870200501367,918,4,3,26.417804602405578,3,6.822197390620491,3,8.070910877077521
2032,4,0,4,2.0,6,0.0,0,14,1.0,0,1,11105,4,0.0,1,0,85,217.94289074236335,0,1,2,2,0,0,14,3,4,0,0.0,0,4.276666119016055,0.0,1,1998.0,5,57.818414042643575,870.0,0,256.32056712767013,965,4,3,36.02882872974127,3,6.872128101338986,4,8.140255383674234
971,3,0,3,1.0,1,702.0,1,13,0.0,0,0,9600,6,0.0,1,0,50,109.39753002498111,0,1,3,3,0,0,82,4,4,630,0.0,0,0.0,0.0,0,1925.0,5,55.05655052820541,0.0,0,216.47896829824165,1472,4,3,28.270628470312467,3,6.7357800142423265,3,8.733370285517086
1977,3,0,3,2.0,1,784.0,1,56,0.0,0,0,7500,6,3.367295829986474,1,0,50,238.92320287860989,0,1,3,3,0,0,59,3,5,412,0.0,0,0.0,0.0,1,1953.0,6,50.6577549743742,0.0,1,236.1555533334535,1312,4,3,24.524111984914725,3,6.802394763324311,3,8.57054479645083
182,3,1,4,2.0,6,180.0,0,23,1.0,0,0,5062,6,0.0,2,1,160,217.02056012094542,0,2,3,3,0,1,23,4,4,900,0.0,3,5.393627546352362,182.0,1,1984.0,7,44.32842193910323,828.0,0,327.9517227563589,2090,3,3,23.366221804122663,4,7.081708586105575,3,9.234970181401575
2181,3,0,2,1.0,1,672.0,0,58,0.0,0,0,4800,4,0.0,1,0,30,111.54698368332222,0,1,2,3,1,0,68,3,3,0,0.0,0,0.0,0.0,1,1950.0,5,43.53199461155814,0.0,0,209.15839560567875,672,4,3,28.270628470312467,3,6.51025834052315,3,7.641425221424805
347,3,1,5,3.0,6,32.0,0,19,2.0,0,0,50271,5,4.290459441148391,1,0,20,310.40410518184757,0,0,0,3,0,0,25,4,4,0,0.0,4,6.754604099487962,0.0,1,1981.0,9,95.44784204856967,1810.0,1,462.35822688543107,1842,3,3,31.160195076430394,4,7.518607216815252,3,9.0532540144879
1211,3,1,3,2.0,4,568.0,0,2,1.0,0,0,14778,7,0.0,1,0,20,318.887255957066,0,1,3,3,0,0,54,4,5,0,4.290459441148391,4,4.6913478822291435,0.0,1,1993.0,6,63.62411897746571,728.0,0,350.71439838637724,1640,3,3,31.869513131926702,4,7.402451520818244,3,8.887118184244793
1677,3,1,4,1.0,6,285.0,0,12,1.0,0,0,4000,5,0.0,1,0,70,97.02835516559998,0,1,2,3,0,1,77,3,3,531,0.0,4,0.0,0.0,1,1930.0,7,40.89995242161688,246.0,0,173.73119632846186,1098,4,3,29.36445729991204,3,6.340359303727752,3,8.320347666573406
1995,3,0,3,1.0,4,121.0,0,44,0.0,0,0,9100,5,0.0,3,0,20,170.28891578133624,0,1,2,3,0,0,44,3,5,0,0.0,0,0.0,466.0,1,1965.0,5,54.07388276174063,338.0,0,268.9903187362957,925,4,3,31.869513131926702,3,6.829793737512425,3,8.081450086502755
202,3,1,4,2.0,6,1286.0,0,1,0.0,0,0,8767,6,0.0,1,0,20,160.8054335895988,0,2,3,3,0,0,1,4,5,0,0.0,4,0.0,0.0,1,2005.0,7,53.39882667163193,24.0,0,353.69013966414866,1310,3,3,30.086719042903532,4,7.177782416195197,3,8.568392137856687
1969,3,0,3,1.0,6,207.0,0,3,0.0,0,0,6600,6,0.0,1,0,20,114.39852397412274,0,1,3,3,0,0,26,4,4,0,0.0,0,0.0,0.0,1,1982.0,5,48.51219043079612,638.0,0,250.50487619775083,845,4,3,28.270628470312467,3,6.739336627357174,3,7.956198513001791
2559,3,2,3,2.0,3,510.0,0,51,1.0,0,0,10032,6,3.367295829986474,1,0,20,173.8547455248797,0,1,3,3,0,0,51,3,5,0,6.07073772800249,4,0.0,0.0,1,1956.0,6,55.87785328952105,734.0,1,339.60012456021116,1580,4,3,35.34637450025126,3,7.365180126021013,3,8.834005311299578
2500,3,0,3,2.0,5,77.0,0,1,1.0,0,1,12122,6,4.343805421853684,1,0,85,220.39813927203238,0,1,3,3,0,0,47,5,4,0,5.351858133476067,0,4.976733742420574,0.0,1,1961.0,7,59.54298494657547,867.0,0,273.32901928256064,999,3,3,32.924431198975604,5,6.906754778648554,3,8.188443045683336
1184,3,0,4,2.0,6,846.0,0,2,0.0,1,0,10769,7,4.663439094112067,1,0,60,217.32810204900264,0,2,3,3,0,1,2,4,5,902,0.0,0,4.976733742420574,0.0,1,2007.0,8,57.22504294517277,20.0,1,255.3925037666917,1768,3,3,31.160195076430394,4,6.763884908562435,3,8.994502310096271
1508,3,0,3,1.0,4,448.0,0,10,1.0,0,0,5868,4,0.0,3,0,20,129.81149946212278,0,1,2,3,0,0,54,3,5,0,0.0,0,0.0,240.0,1,1956.0,5,46.614732385550816,248.0,0,271.5045151709929,936,4,3,33.27373673554317,3,6.841615476477592,3,8.097859266508632
2094,3,1,3,1.0,2,432.0,0,57,0.0,0,0,7200,6,5.147494476813453,1,0,20,146.5044232833853,0,1,3,3,0,0,57,3,2,0,0.0,3,0.0,0.0,1,1950.0,5,49.96308260564397,432.0,1,254.92812560621095,1238,4,3,28.270628470312467,3,7.121252453244542,3,8.488735516975435
774,4,0,4,3.0,6,83.0,0,10,2.0,0,1,10126,8,4.219507705176107,2,0,90,260.37966740158896,0,2,2,3,0,0,11,3,5,0,0.0,0,5.081404364984463,162.0,1,1998.0,6,56.053355233168986,1593.0,0,461.5690169134851,1838,4,3,36.36854799705893,3,7.516433302915632,3,9.0501361887276
174,3,0,4,1.0,5,329.0,0,37,1.0,0,0,16133,5,4.532599493153256,1,0,20,147.51211497055428,0,1,2,3,0,0,37,3,3,0,0.0,0,0.0,0.0,1,1969.0,5,65.51513820395944,847.0,0,324.91331297909073,1176,4,3,32.924431198975604,3,7.069874128458572,3,8.416525226852768
788,3,0,4,2.0,6,918.0,0,19,1.0,0,0,4740,5,4.6913478822291435,1,1,120,186.68614124996066,0,2,2,3,0,0,19,3,4,0,0.0,0,0.0,0.0,1,1988.0,8,43.345456482274784,248.0,0,322.7382438023823,1179,3,3,19.779510783393288,4,7.072421900537371,3,8.420101831862908
2190,3,0,3,2.0,1,960.0,0,57,0.0,0,0,7596,10,0.0,1,0,90,160.8054335895988,0,2,4,3,0,1,57,3,4,1000,5.8888779583328805,0,0.0,0.0,0,1952.0,5,50.87604288734149,0.0,0,276.96806722561774,1960,4,3,28.270628470312467,3,6.866933284461882,3,9.142444488958928
1010,4,0,3,2.0,1,560.0,0,1,0.0,0,0,7200,5,0.0,1,0,70,231.37173460212878,0,2,4,3,0,1,99,4,5,760,0.0,0,0.0,0.0,1,2008.0,7,49.96308260564397,0.0,0,181.1684741867786,1690,4,3,28.270628470312467,4,6.835184586147301,3,8.929984246482096
46,3,1,4,2.0,1,847.0,0,2,0.0,1,0,11796,8,3.8918202981106265,1,0,60,171.9118183884151,0,2,4,3,0,1,3,4,5,1112,0.0,4,4.61512051684126,0.0,1,2004.0,7,59.0012889814152,0.0,1,250.9714836841196,1959,3,3,27.90312344068955,4,6.741700694652055,3,9.141710355326797
476,4,2,4,2.0,6,54.0,0,15,1.0,0,0,9892,6,4.174387269895637,2,0,20,187.32239080697622,0,2,3,4,0,0,16,4,5,0,0.0,3,4.867534450455582,284.0,1,1994.0,8,55.61437739612908,1341.0,1,429.8869350970437,1803,4,2,33.96896263462039,4,7.497207223203318,3,9.022576307179866
2289,3,1,4,2.0,6,270.0,0,27,1.0,0,0,12000,8,2.833213344056216,1,0,20,207.4367926768338,0,2,3,3,0,0,27,4,5,0,6.398594934535208,3,5.198497031265826,0.0,1,1980.0,7,59.34144071090657,1732.0,1,493.63340229227737,2362,4,3,35.34637450025126,4,7.767263996757308,4,9.412031439983846
2220,3,1,3,1.0,1,960.0,0,57,0.0,0,0,6180,5,4.859812404361672,1,0,30,83.53080145327829,0,1,2,3,1,0,81,3,3,0,0.0,4,0.0,0.0,1,1926.0,6,47.44215783138419,0.0,0,276.96806722561774,986,4,3,28.270628470312467,3,6.893656354602635,3,8.170205420586447
1692,3,1,3,1.0,3,359.0,1,57,1.0,0,0,9492,6,0.0,4,0,50,105.79375382183011,0,1,3,3,0,0,66,3,3,408,0.0,4,0.0,41.0,1,1941.0,5,54.84730199371167,368.0,0,232.35251112206217,1376,4,3,35.00360872335617,3,6.875232087276577,3,8.637830477697092
326,3,0,3,1.0,2,0.0,0,16,1.0,0,0,7500,6,0.0,3,0,20,128.77419320260535,0,1,3,3,0,0,51,4,5,0,0.0,0,5.389071729816501,906.0,1,1959.0,5,50.6577549743742,340.0,1,340.0294259868399,1246,4,3,33.62190769996927,3,7.1276936993473985,3,8.497801005252757
188,3,0,3,1.0,2,671.0,0,47,0.0,0,0,7560,6,0.0,1,0,20,122.15982746867908,0,1,3,3,0,0,47,3,3,0,0.0,0,4.948759890378168,0.0,1,1959.0,5,50.794406492142606,369.0,0,294.97250707473404,1040,4,3,31.869513131926702,3,6.946975992135418,3,8.24451682919877
1546,3,1,3,1.0,5,135.0,0,32,1.0,0,1,9750,5,0.0,1,0,85,144.48432407237075,0,1,2,3,0,0,32,3,5,0,0.0,3,5.768320995793772,0.0,1,1977.0,6,55.34452810310847,767.0,0,263.71238936294964,926,4,3,33.62190769996927,3,6.8308742346461795,3,8.082949485593215
1370,3,1,5,2.0,6,676.0,0,1,1.0,0,0,8118,6,3.8918202981106265,1,1,120,210.8487293749103,0,2,2,3,0,0,1,5,5,0,5.187385805840755,4,5.056245805348308,0.0,1,2007.0,9,52.03119691552474,1034.0,0,436.11301829483904,1710,4,3,28.270628470312467,5,7.444248649496705,3,8.946793429521568
1489,3,1,3,2.0,4,1203.0,0,3,0.0,0,0,20781,9,4.394449154672439,3,0,20,195.55005358876136,0,2,3,3,0,0,38,3,3,0,0.0,4,0.0,68.0,1,1968.0,7,71.27813436569052,297.0,0,407.3856417900274,2156,2,3,35.34637450025126,3,7.6760099320288875,4,9.27986708267871
1293,3,1,4,2.0,6,1115.0,0,21,0.0,0,0,3907,5,4.406719247264253,1,1,120,202.76355257266505,0,2,2,3,0,0,21,4,4,0,0.0,3,4.727387818712341,0.0,1,1989.0,8,40.57133900254647,76.0,0,328.1684560469356,1191,3,2,18.540424021104506,4,7.0825485693553,3,8.434322141029797
1343,3,0,4,1.0,1,896.0,1,56,0.0,0,0,6240,7,4.74493212836325,1,0,50,105.79375382183011,0,1,3,3,0,0,70,3,4,448,0.0,0,5.303304908059076,0.0,1,1936.0,5,47.5979945430796,0.0,0,262.33078823916924,1344,4,3,25.286793167264346,3,6.79794041297493,2,8.60456897194043
855,3,0,4,1.0,6,0.0,0,50,1.0,0,0,8000,6,0.0,3,0,80,122.85981500399508,0,1,3,3,0,0,50,3,3,0,0.0,0,0.0,95.0,1,1959.0,5,51.774601026236965,433.0,0,172.95689509470975,1183,4,3,35.34637450025126,3,7.075808863978387,3,8.424857184564415
1958,3,0,3,2.0,5,359.0,0,17,1.0,0,0,9457,7,0.0,1,0,20,216.71291953629375,0,1,3,3,0,0,37,3,3,0,0.0,0,5.53338948872752,0.0,1,1988.0,5,54.77914193575047,566.0,0,268.9903187362957,1422,4,3,29.36445729991204,3,7.259819610363186,3,8.68437597723325
2158,3,1,3,1.0,3,216.0,0,53,1.0,0,0,8190,5,3.6109179126442243,1,0,20,120.05440519189877,0,1,3,3,0,0,53,3,5,0,0.0,3,0.0,0.0,1,1956.0,4,52.186517195718466,732.0,0,274.2400199185145,948,4,3,28.270628470312467,3,6.854354502255021,3,8.115552107047126
759,3,0,4,2.0,1,831.0,0,7,0.0,1,0,8935,7,4.23410650459726,1,0,60,190.81309971990757,0,2,3,3,0,1,7,4,5,829,4.564348191467836,0,4.976733742420574,0.0,1,2002.0,7,53.74153925249345,0.0,1,247.23191552667026,1660,3,3,31.160195076430394,4,6.7226297948554485,3,8.904411965246304
548,3,1,4,2.0,4,768.0,0,31,0.0,1,0,10005,8,4.770684624465665,1,0,60,194.60475679034022,0,2,4,3,0,1,31,3,5,866,5.703782474656201,3,5.666426688112432,0.0,1,1977.0,7,55.82723604803038,392.0,1,321.4312718276804,2022,4,3,36.36854799705893,3,7.052721049232323,3,9.18727829970313
1172,3,0,3,1.0,5,214.0,0,5,0.0,0,0,7920,5,0.0,6,0,20,150.1917497386236,0,1,3,3,0,0,37,5,5,0,3.4965075614664802,0,4.795790545596741,619.0,1,1970.0,5,51.599166782100085,81.0,0,266.4696662597071,914,4,3,30.445841936158413,3,6.81783057145415,3,8.064854068616077
816,3,0,4,2.0,5,242.0,0,37,0.0,1,0,13355,7,0.0,1,0,60,181.57827492904963,0,1,4,4,0,1,37,3,3,825,0.0,0,0.0,0.0,1,1971.0,7,61.50628897214072,583.0,1,245.82558591977963,1670,3,3,35.34637450025126,3,6.739336627357174,3,8.91298460293964
2194,3,0,4,2.0,6,107.0,0,12,1.0,1,0,15426,7,4.605170185988092,1,0,60,183.4974849769752,0,2,3,3,0,1,12,4,5,836,0.0,0,5.6240175061873385,0.0,1,1997.0,6,64.5425778611591,821.0,1,269.6766450253201,1764,3,3,30.086719042903532,3,6.833031732786201,3,8.9912602293134
1153,3,1,4,2.0,1,1568.0,0,4,0.0,0,0,7180,6,5.58724865840025,1,0,20,213.01346274009347,0,2,3,3,0,0,5,4,5,0,0.0,3,0.0,0.0,1,2001.0,8,49.91607483165431,0.0,0,407.3856417900274,1568,3,3,28.270628470312467,4,7.357556200910353,3,8.823152679442929
214,3,2,5,3.0,6,1473.0,0,6,1.0,0,0,14300,10,5.017279836814924,1,0,20,328.4401098623452,0,2,3,3,0,0,7,5,5,0,6.999422467507961,4,5.3981627015177525,0.0,1,2003.0,9,62.92886468830844,1373.0,1,650.750787093171,2696,4,2,45.20915070231909,5,7.899524472032198,3,9.604615698290308
2001,3,0,4,2.0,6,501.0,0,4,1.0,0,0,6762,6,4.127134385045092,1,0,20,233.7941946896871,0,2,2,3,0,0,4,4,5,0,3.2188758248682006,0,4.663439094112067,0.0,1,2006.0,7,48.91250569310139,686.0,0,327.3012869902799,1208,4,3,29.72626599973727,4,7.0967213784947605,3,8.454235819238328
1561,3,1,4,3.0,6,490.0,0,8,1.0,1,0,14260,9,4.442651256490317,1,0,60,293.85145152666763,0,2,4,3,0,1,8,4,5,1053,5.860786223465865,3,5.262690188904886,0.0,1,2000.0,8,62.869970215783624,655.0,1,318.1574386909622,2198,3,3,36.707281889395105,4,7.0431599159883405,3,9.307761453196882
66,3,0,4,2.0,5,83.0,0,30,1.0,0,0,12250,5,0.0,1,0,20,201.8259914428329,0,1,3,3,0,0,30,3,5,0,5.198497031265826,0,5.356586274672012,0.0,1,1978.0,5,59.75296036113229,781.0,0,254.92812560621095,1174,3,3,31.869513131926702,3,7.068172000388042,3,8.414135994580692
879,3,0,2,2.0,3,0.0,0,49,1.0,0,0,4330,5,0.0,5,0,190,172.5600095072593,0,2,3,3,0,0,49,3,3,477,0.0,0,0.0,127.0,1,1958.0,4,42.02561336800099,681.0,0,241.82893419722348,1315,4,3,25.286793167264346,3,6.731018100482083,3,8.573767933830696
2489,3,0,4,2.0,1,1097.0,0,14,0.0,0,0,10859,6,4.174387269895637,1,0,20,245.82309848174532,0,1,3,3,0,0,15,3,5,0,0.0,0,5.973809611869261,0.0,1,1995.0,5,57.38520496568833,0.0,1,307.618173336053,1097,4,3,45.841612303773005,3,7.00033446027523,3,8.319072872111688
1472,3,1,3,2.0,6,138.0,0,46,1.0,0,0,14112,6,0.0,1,0,80,187.95815213364466,0,1,3,3,0,0,46,3,3,0,4.465908118654584,4,5.429345628954441,0.0,1,1964.0,5,62.65107642580437,1014.0,0,319.6863714260186,1152,3,3,32.924431198975604,3,7.049254841255837,3,8.38759560499302
207,3,1,4,2.0,6,604.0,0,15,1.0,0,0,5395,5,0.0,1,1,120,180.93752026799237,0,2,2,3,0,0,15,4,4,0,0.0,3,4.574710978503383,0.0,1,1993.0,8,45.30110778825931,733.0,0,359.4097949721232,1337,3,3,20.99553294655226,4,7.198183577101943,3,8.597192588389102
1150,3,0,3,0.0,1,686.0,0,11,0.0,0,0,7082,10,0.0,1,0,190,0.0,0,2,5,3,0,1,90,3,4,980,0.0,0,0.0,0.0,0,1916.0,5,49.68443742015162,0.0,0,212.58324437417636,1928,4,3,28.270628470312467,3,6.854354502255021,0,9.118773425772833
1039,3,1,3,2.0,5,143.0,0,39,0.0,1,0,11700,7,0.0,3,0,60,205.25894389790443,0,1,3,3,0,1,39,3,4,702,5.902633333401366,4,5.41610040220442,175.0,1,1968.0,6,58.83982902405307,384.0,2,216.47896829824165,1743,4,3,38.71977333037905,4,6.947937068614969,3,8.974123626350146
1808,4,1,4,2.0,6,606.0,0,27,0.0,0,0,12090,7,0.0,2,0,20,216.71291953629375,0,2,3,3,0,0,27,4,3,0,5.351858133476067,3,5.6240175061873385,228.0,1,1981.0,6,59.49025514747086,588.0,0,377.25652002259545,1422,3,3,34.65979590864584,3,7.259819610363186,3,8.68437597723325
1044,3,1,4,2.0,6,183.0,0,1,1.0,0,0,4217,5,5.135798437050262,1,1,120,236.5126899449464,0,1,1,3,0,0,1,4,5,0,5.53338948872752,4,0.0,0.0,1,2008.0,6,41.64695863032742,962.0,1,318.1574386909622,1256,3,3,32.924431198975604,4,7.135687347028144,3,8.50905525814614
2505,3,0,3,2.0,1,960.0,0,48,0.0,0,0,9750,5,0.0,1,0,20,231.37173460212878,4500,1,3,3,0,0,48,3,5,0,0.0,0,0.0,0.0,1,2002.0,5,55.34452810310847,0.0,0,276.96806722561774,960,4,3,30.086719042903532,3,6.866933284461882,3,8.133033001971501
348,3,0,4,2.0,1,970.0,0,0,0.0,0,0,2522,7,3.713572066704308,1,0,160,154.19113162637652,0,2,3,3,0,1,2,4,5,739,3.9318256327243257,0,0.0,0.0,1,2004.0,6,34.88515085725653,0.0,0,279.2358249992189,1709,4,3,13.75462600560351,4,6.877296071497429,3,8.94595742644194
2253,3,0,4,2.0,1,866.0,0,11,0.0,1,0,10400,6,3.6109179126442243,1,0,60,207.4367926768338,0,2,3,3,0,1,11,4,5,913,0.0,0,5.293304824724492,0.0,1,1998.0,7,56.558670170990446,0.0,1,255.3925037666917,1779,4,3,35.34637450025126,3,6.763884908562435,3,9.00338215621298
891,3,1,4,2.0,1,707.0,0,6,0.0,1,0,7750,6,3.58351893845611,1,0,60,161.79223833241633,0,2,3,3,0,1,6,4,5,707,0.0,4,4.61512051684126,0.0,1,2002.0,7,51.2223184980774,0.0,1,217.69244109044337,1414,4,3,29.90666036374912,4,6.561030665896573,3,8.676385051954808
1138,3,1,4,1.0,1,569.0,0,8,0.0,1,0,8314,6,5.948034989180646,1,0,60,171.9118183884151,0,2,3,3,0,1,9,4,5,840,0.0,3,0.0,0.0,1,1997.0,7,52.45184561954982,0.0,1,183.45956404157158,1694,3,3,46.47134835974571,4,6.74993119378857,3,8.933361179379418
380,4,1,3,2.0,1,528.0,0,13,0.0,0,0,9600,7,4.61512051684126,1,0,80,196.80884472069081,0,2,3,3,0,0,31,3,5,761,5.8888779583328805,3,4.736198448394496,0.0,1,1976.0,6,55.05655052820541,0.0,1,172.95689509470975,1855,4,3,35.34637450025126,4,6.9975959829819265,3,9.063342618836412
587,3,2,3,2.0,5,410.0,0,20,0.0,1,0,13700,8,4.442651256490317,1,0,60,190.49636253079728,0,1,4,3,0,1,43,4,3,918,5.666426688112432,4,4.110873864173311,0.0,1,1965.0,7,62.03336411377651,454.0,2,254.92812560621095,1820,3,3,32.924431198975604,3,6.804614520062624,3,9.036025550612194
958,3,1,3,1.0,1,861.0,1,59,0.0,0,0,6292,6,3.9318256327243257,1,0,50,97.02835516559998,0,2,3,3,0,0,81,3,4,600,0.0,4,0.0,0.0,1,1928.0,7,47.73222894440496,0.0,0,254.23112343814174,1477,4,3,25.286793167264346,3,6.776506992372183,3,8.738182243413585
215,3,0,0,2.0,0,0.0,0,59,0.0,0,0,8544,6,0.0,0,0,90,160.8054335895988,0,2,2,0,0,0,59,3,2,0,0.0,0,0.0,0.0,1,1987.0,3,52.93693104053195,0.0,0,0.0,1040,4,3,28.270628470312467,3,6.946975992135418,3,8.24451682919877
529,3,2,3,2.0,5,802.0,0,8,1.0,1,0,18275,9,4.634728988229636,1,0,60,174.17808872253923,0,3,3,3,0,1,44,3,3,548,0.0,4,6.255750041753367,0.0,1,1962.0,7,68.29492325643369,636.0,0,380.58981471253355,2448,3,3,32.924431198975604,3,7.549609165154532,3,9.463984907070575
955,4,0,3,1.0,3,697.0,1,58,1.0,0,0,9120,8,4.61512051684126,1,0,50,105.79375382183011,0,2,4,3,0,0,83,3,5,687,0.0,0,0.0,0.0,0,1925.0,7,54.113886932424414,329.0,0,291.8439278230583,1820,4,3,28.270628470312467,3,7.0326242610280065,3,9.036025550612194
905,4,0,0,1.0,0,0.0,0,13,0.0,0,0,6120,6,3.8918202981106265,0,0,30,77.3755056860463,0,1,1,0,1,0,63,3,4,0,0.0,0,0.0,0.0,0,1925.0,5,47.28528638746079,0.0,0,0.0,808,4,3,25.286793167264346,3,6.694562058521095,3,7.894402134762964
2440,3,2,3,1.0,5,503.0,0,51,1.0,0,0,8856,6,4.48863636973214,2,0,20,124.25710492549855,0,1,3,3,0,0,51,3,3,0,4.969813299576001,4,0.0,52.0,1,1957.0,5,53.58093486151831,621.0,0,324.91331297909073,1176,4,3,33.27373673554317,3,7.069874128458572,3,8.416525226852768
1419,2,1,3,2.0,1,888.0,1,60,0.0,0,0,8094,9,0.0,1,0,50,215.4813665659267,0,1,4,3,0,0,95,3,5,1074,0.0,3,5.081404364984463,0.0,1,1915.0,4,51.979214884174134,0.0,1,260.4855448739567,1962,4,3,27.163588916930486,3,6.78897174299217,3,9.143911687065078
1780,3,0,4,3.0,1,1616.0,0,1,0.0,0,0,8688,7,4.0943445622221,1,0,20,293.27695105953615,0,2,3,3,0,0,1,4,5,0,5.43372200355424,0,5.342334251964811,0.0,1,2005.0,7,53.23612136541136,0.0,0,417.15674763412795,1616,4,3,32.924431198975604,4,7.38770923908104,3,8.866098631252408
362,3,1,4,2.0,1,384.0,0,13,0.0,0,0,8530,7,4.290459441148391,1,0,80,160.8054335895988,700,2,3,3,0,0,14,3,4,670,3.1354942159291497,3,4.795790545596741,0.0,1,1995.0,7,52.907660270495974,0.0,1,134.532315321316,1474,3,3,29.90666036374912,3,6.6895992691789665,3,8.735296933232013
97,4,0,4,1.0,6,115.0,0,7,1.0,0,1,1526,3,0.0,1,0,180,122.15982746867908,0,1,1,3,0,0,39,4,3,0,0.0,0,0.0,0.0,1,1970.0,4,29.264368038567415,515.0,0,198.78973514632168,630,4,3,12.365703222657439,3,6.4457198193855785,3,7.553366465416997
2129,3,1,3,2.0,5,618.0,0,46,1.0,0,0,9600,6,0.0,1,0,80,200.887444088523,0,1,3,3,0,0,46,3,3,0,5.676753802268282,4,0.0,0.0,1,1961.0,6,55.05655052820541,600.0,0,334.0055483510519,1254,3,3,42.003724614378015,3,7.134093721192866,3,8.506811248647953
600,3,0,4,2.0,1,1114.0,0,4,0.0,0,0,13072,6,4.634728988229636,1,0,20,216.71291953629375,0,1,3,3,0,0,5,4,5,0,0.0,0,5.517452896464707,0.0,1,2005.0,7,61.06696156576408,0.0,1,311.3619910067476,1114,4,3,29.36445729991204,4,7.01571242048723,3,8.340595440681769
1517,3,1,3,2.0,3,891.0,0,13,0.0,0,0,10335,7,4.574710978503383,1,0,20,173.8547455248797,0,2,3,3,0,0,38,3,4,0,0.0,3,0.0,0.0,1,1968.0,5,56.439624944804315,570.0,1,385.36745212016615,1721,3,3,34.65979590864584,3,7.450660796211539,3,8.95595886926446
2379,3,0,4,2.0,2,0.0,0,15,0.0,1,0,11170,8,0.0,1,0,60,252.08489310290068,0,2,4,3,0,1,16,3,5,1216,0.0,0,0.0,0.0,1,1990.0,7,57.93178553826998,1216.0,1,333.5741353252752,2514,2,3,36.02882872974127,3,7.168579897264035,3,9.502690815873384
1602,3,1,4,2.0,1,1129.0,0,5,0.0,1,0,10905,9,4.060443010546419,1,0,60,222.84721307409032,0,2,4,3,0,1,5,4,5,1198,0.0,4,0.0,0.0,1,2003.0,7,57.46671632892982,0.0,1,314.6551351682204,2327,2,3,20.99553294655226,4,7.029087564149662,3,9.390370231005496
522,3,1,5,3.0,6,411.0,0,0,1.0,0,0,11394,8,0.0,1,0,20,293.27695105953615,0,1,1,3,0,0,0,5,5,0,5.860786223465865,5,4.736198448394496,0.0,1,2010.0,9,58.319069924166946,1445.0,1,465.1175568186897,1856,4,3,38.05264618669602,4,7.526178913346146,3,9.064115874877805
72,3,0,4,2.0,5,426.0,0,7,0.0,0,0,10264,6,3.4011973816621555,1,0,20,184.13621223996603,0,2,3,3,0,0,7,4,5,0,5.214935757608986,0,5.0689042022202315,0.0,1,1999.0,7,56.309006298800846,1162.0,0,411.46466842955004,1588,3,3,34.65979590864584,4,7.370230641807081,3,8.841196889409579
2222,3,1,4,2.0,5,491.0,1,32,0.0,0,0,18837,7,4.248495242049359,2,0,50,247.61583174488737,0,3,3,3,0,0,32,3,3,604,0.0,3,0.0,46.0,1,1978.0,6,68.98712097833362,687.0,0,335.2988719779708,1891,3,3,35.34637450025126,3,7.160069207596127,3,9.090932954126538
2071,3,0,3,1.0,3,455.0,1,56,0.0,0,0,12144,6,0.0,1,0,50,223.1529180493368,0,1,3,3,0,0,56,4,4,611,0.0,0,5.298317366548036,0.0,1,1950.0,4,59.579181668947605,455.0,1,265.5514463068238,1521,4,3,28.270628470312467,3,6.813444599510896,2,8.779871056562849
1687,3,0,3,1.0,4,461.0,0,50,0.0,0,0,8125,5,0.0,1,0,20,129.81149946212278,0,1,3,3,0,0,50,3,5,0,0.0,0,0.0,0.0,1,1960.0,5,52.04633860603887,403.0,0,254.92812560621095,864,4,3,30.086719042903532,3,6.761572768804055,3,7.9869374595018074
465,4,0,3,1.0,5,411.0,0,6,1.0,0,0,7758,6,4.890349128221754,1,0,20,114.39852397412274,0,1,3,3,0,0,45,4,4,0,0.0,0,0.0,0.0,1,1963.0,5,51.24017819964833,588.0,0,285.78406389755935,999,3,3,32.57397198464001,3,6.906754778648554,3,8.188443045683336
739,3,0,4,2.0,1,798.0,0,4,0.0,1,0,8366,6,3.828641396489095,1,0,60,199.3209887308378,0,2,3,3,0,1,4,4,5,842,0.0,0,4.9344739331306915,0.0,1,2004.0,6,52.562309782448345,0.0,1,239.46950329693004,1640,3,3,30.086719042903532,4,6.682108597449809,3,8.887118184244793
